YEAR,NEWSFROM,HAPPY,RELIG,GRASS,COURTS,ENERGY,EDUC,ENVIR,POLVIEWS,PARTYID,REGION,INCOME,SEX,DEGREE,AGE,MARITAL,BALLOT
2010,Not applicable,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,Pacific,$25000 or more,Male,Lt high school,36,Married,Ballot a
2010,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,Pacific,$25000 or more,Female,High school,54,Divorced,Ballot b
2010,Not applicable,Pretty happy,Catholic,Don't know,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Democrat,Pacific,Refused,Male,High school,58,Married,Ballot b
2010,Not applicable,Not too happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Don't know,Democrat,Pacific,$20000 - 24999,Female,High school,55,Never married,Ballot a
2010,Not applicable,Pretty happy,Catholic,Not legal,Don't know,Too little,Not applicable,Not applicable,Slightly liberal,Independent,Pacific,$10000 - 14999,Female,Lt high school,34,Married,Ballot c
2010,Not applicable,Pretty happy,Catholic,Not applicable,Too harsh,About right,Too little,About right,Conservative,Democrat,Pacific,$25000 or more,Male,Bachelor,29,Never married,Ballot a
2010,Not applicable,Not too happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,Pacific,$10000 - 14999,Female,High school,20,Never married,Ballot b
2010,Tv,Very happy,Protestant,Legal,Too harsh,Too little,Too little,Too little,Moderate,Democrat,Pacific,$25000 or more,Female,High school,41,Divorced,Ballot c
2010,Not applicable,Pretty happy,Buddhism,Legal,Too harsh,Too little,Too little,Too little,Liberal,Democrat,Pacific,$25000 or more,Female,Graduate,40,Separated,Ballot b
2010,Not applicable,Pretty happy,Catholic,Not legal,About right,About right,Not applicable,Not applicable,Conservative,Republican,Pacific,$25000 or more,Male,Bachelor,71,Never married,Ballot c
2010,Not applicable,Pretty happy,Catholic,Not legal,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,Pacific,$20000 - 24999,Male,High school,23,Never married,Ballot b
2010,Not applicable,Not too happy,Buddhism,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Other,Pacific,Lt $1000,Male,High school,49,Never married,Ballot c
2010,The internet,Very happy,Christian,Not legal,Too harsh,Too little,Too little,Too little,Moderate,Independent,Pacific,$7000 to 7999,Male,Junior college,44,Married,Ballot c
2010,Not applicable,Pretty happy,Moslem/islam,Don't know,About right,Too little,Too little,Too little,Slghtly conservative,Other,Pacific,$25000 or more,Female,High school,20,Never married,Ballot b
2010,Not applicable,Pretty happy,None,Not applicable,Too harsh,About right,About right,Too little,Slightly liberal,Independent,Pacific,$1000 to 2999,Male,Bachelor,24,Never married,Ballot a
2010,Not applicable,Very happy,None,Legal,Too harsh,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,Pacific,$25000 or more,Male,High school,29,Never married,Ballot b
2010,Not applicable,Very happy,None,Not legal,About right,Too little,Not applicable,Not applicable,Slightly liberal,Independent,Pacific,$25000 or more,Female,Graduate,56,Married,Ballot c
2010,Not applicable,Not too happy,Protestant,Legal,Too harsh,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$25000 or more,Male,High school,24,Never married,Ballot b
2010,Tv,Pretty happy,None,Legal,Don't know,Too little,Too little,Too little,Slightly liberal,Independent,Pacific,$25000 or more,Male,High school,60,Married,Ballot c
2010,Not applicable,Very happy,Other,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,Pacific,Refused,Male,Graduate,52,Married,Ballot a
2010,Not applicable,Not too happy,Catholic,Not legal,Not harsh enough,About right,About right,Too much,Moderate,Republican,Pacific,$25000 or more,Female,High school,51,Married,Ballot b
2010,Not applicable,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,Pacific,$25000 or more,Female,Junior college,64,Never married,Ballot a
2010,Not applicable,Pretty happy,None,Not legal,About right,Too little,Not applicable,Not applicable,Liberal,Democrat,Pacific,Don't know,Female,High school,23,Never married,Ballot b
2010,Not applicable,Very happy,Jewish,Legal,Too harsh,About right,Not applicable,Not applicable,Slightly liberal,Republican,Pacific,$25000 or more,Male,Lt high school,46,Married,Ballot c
2010,Not applicable,Very happy,None,Not applicable,Not harsh enough,About right,Too little,About right,Liberal,Democrat,Pacific,$25000 or more,Male,Bachelor,34,Married,Ballot a
2010,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Democrat,Pacific,$15000 - 19999,Female,Bachelor,29,Never married,Ballot b
2010,Not applicable,Pretty happy,None,Not applicable,Don't know,Too little,Too little,Too little,Liberal,Democrat,Pacific,$25000 or more,Female,Graduate,28,Never married,Ballot a
2010,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,Pacific,$25000 or more,Female,Junior college,39,Never married,Ballot b
2010,The internet,Pretty happy,Protestant,Legal,About right,About right,Too little,Too little,Liberal,Independent,Pacific,$25000 or more,Male,Graduate,33,Married,Ballot c
2010,Not applicable,Not too happy,Protestant,Legal,Too harsh,About right,Not applicable,Not applicable,Extremely liberal,Republican,Pacific,$20000 - 24999,Female,High school,24,Never married,Ballot b
2010,Tv,Pretty happy,Protestant,Legal,Not harsh enough,About right,Too little,Too little,Moderate,Republican,Pacific,$10000 - 14999,Female,High school,34,Divorced,Ballot c
2010,Not applicable,Very happy,Jewish,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Democrat,Pacific,$10000 - 14999,Male,Bachelor,24,Never married,Ballot a
2010,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Republican,Pacific,$25000 or more,Male,Bachelor,30,Married,Ballot c
2010,Not applicable,Pretty happy,None,Legal,Too harsh,Too little,Not applicable,Not applicable,Extremely liberal,Independent,Pacific,$25000 or more,Male,Bachelor,25,Never married,Ballot b
2010,Not applicable,Pretty happy,None,Legal,About right,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,Pacific,$25000 or more,Female,Bachelor,41,Separated,Ballot b
2010,Not applicable,Pretty happy,None,Not legal,Too harsh,Too little,Too little,Too little,Moderate,Democrat,Pacific,$25000 or more,Male,Junior college,37,Married,Ballot b
2010,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Independent,Pacific,$25000 or more,Female,Bachelor,48,Widowed,Ballot c
2010,Not applicable,Pretty happy,None,Not applicable,Too harsh,Too little,Too little,Too little,Extremely liberal,Independent,Pacific,$8000 to 9999,Male,High school,28,Never married,Ballot a
2010,Not applicable,Very happy,None,Legal,Too harsh,About right,Not applicable,Not applicable,Moderate,Other,Pacific,$25000 or more,Female,Graduate,30,Never married,Ballot b
2010,Radio,Pretty happy,Christian,Legal,Not harsh enough,Too little,Too little,Too much,Slghtly conservative,Independent,Pacific,$25000 or more,Female,Graduate,34,Never married,Ballot c
2010,Not applicable,Very happy,Buddhism,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Independent,Pacific,$25000 or more,Male,Bachelor,67,Married,Ballot b
2010,Not applicable,Very happy,None,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,Pacific,$25000 or more,Female,Graduate,64,Married,Ballot a
2010,Not applicable,Pretty happy,Catholic,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,Pacific,$25000 or more,Male,Graduate,80,Divorced,Ballot b
2010,Newspapers,Very happy,Catholic,Legal,Not harsh enough,Don't know,Don't know,Too little,Moderate,Independent,Pacific,$25000 or more,Male,High school,52,Married,Ballot c
2010,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Democrat,E. nor. central,$25000 or more,Female,Bachelor,29,Never married,Ballot c
2010,Not applicable,Pretty happy,Protestant,Not applicable,Too harsh,Too little,Too little,Too little,Don't know,Independent,E. nor. central,Don't know,Male,High school,24,Never married,Ballot a
2010,Tv,Not too happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,E. nor. central,$25000 or more,Female,Graduate,42,Never married,Ballot c
2010,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,About right,About right,About right,Moderate,Democrat,E. nor. central,Refused,Female,Graduate,89 or older,Divorced,Ballot a
2010,Not applicable,Pretty happy,Protestant,Not legal,Too harsh,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,E. nor. central,Don't know,Female,Lt high school,61,Widowed,Ballot b
2010,Not applicable,Not too happy,Protestant,Not applicable,Don't know,Too little,Not applicable,Not applicable,Don't know,Democrat,E. nor. central,$25000 or more,Male,High school,35,Never married,Ballot a
2010,Not applicable,Pretty happy,Protestant,Don't know,Not harsh enough,About right,Too little,About right,Moderate,Democrat,E. nor. central,$25000 or more,Male,High school,44,Never married,Ballot b
2010,Not applicable,Pretty happy,Protestant,Not applicable,About right,About right,Too little,About right,Moderate,Democrat,E. nor. central,$25000 or more,Female,High school,60,Married,Ballot a
2010,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Independent,E. nor. central,Lt $1000,Male,High school,28,Never married,Ballot b
2010,Not applicable,Not too happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,E. nor. central,$15000 - 19999,Male,Bachelor,27,Never married,Ballot c
2010,Not applicable,Very happy,None,Not applicable,Not harsh enough,About right,About right,Too little,Liberal,Democrat,E. nor. central,$25000 or more,Male,Bachelor,38,Married,Ballot a
2010,Not applicable,Pretty happy,None,Not applicable,Too harsh,Too little,Not applicable,Not applicable,Slightly liberal,Independent,E. nor. central,$25000 or more,Female,Bachelor,34,Married,Ballot a
2010,Not applicable,Pretty happy,Catholic,Not legal,Not harsh enough,About right,About right,Too little,Moderate,Independent,E. nor. central,$4000 to 4999,Female,Lt high school,18,Never married,Ballot b
2010,Not applicable,Pretty happy,Christian,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,E. nor. central,Lt $1000,Female,Lt high school,35,Married,Ballot c
2010,Not applicable,Pretty happy,Catholic,Not applicable,About right,Too little,Too little,Too little,Slghtly conservative,Independent,E. nor. central,$10000 - 14999,Female,High school,29,Separated,Ballot a
2010,Not applicable,Pretty happy,Catholic,Not legal,About right,About right,Not applicable,Not applicable,Extrmly conservative,Independent,E. nor. central,$7000 to 7999,Female,Lt high school,32,Married,Ballot b
2010,Not applicable,Pretty happy,Protestant,Legal,Too harsh,About right,Too little,About right,Liberal,Democrat,E. nor. central,Refused,Female,Graduate,63,Divorced,Ballot b
2010,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,About right,Too little,Too little,Slightly liberal,Democrat,E. nor. central,$10000 - 14999,Female,High school,80,Widowed,Ballot a
2010,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too much,Too much,About right,Conservative,Republican,E. nor. central,$25000 or more,Male,Graduate,52,Never married,Ballot b
2010,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Democrat,E. nor. central,$25000 or more,Female,Bachelor,25,Never married,Ballot c
2010,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Other,E. nor. central,$25000 or more,Female,High school,70,Divorced,Ballot c
2010,Not applicable,Pretty happy,None,Not applicable,Too harsh,About right,Too little,Too little,Moderate,Independent,E. nor. central,$25000 or more,Male,Graduate,35,Never married,Ballot a
2010,Not applicable,Pretty happy,None,Not applicable,No answer,Too little,Not applicable,Not applicable,Liberal,Democrat,E. nor. central,$25000 or more,Female,Bachelor,41,Married,Ballot a
2010,Not applicable,Pretty happy,Protestant,Legal,About right,Too little,Not applicable,Not applicable,Liberal,Democrat,E. nor. central,$20000 - 24999,Female,Bachelor,24,Never married,Ballot c
2010,Not applicable,Pretty happy,None,Not applicable,About right,Too little,Too little,Too little,Liberal,Independent,E. nor. central,$25000 or more,Male,Bachelor,60,Married,Ballot a
2010,Not applicable,Not too happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,E. nor. central,$25000 or more,Male,High school,55,Divorced,Ballot a
2010,Not applicable,Not too happy,Catholic,Not applicable,About right,Too little,Not applicable,Not applicable,Don't know,Republican,E. nor. central,$25000 or more,Male,High school,23,Never married,Ballot a
2010,Not applicable,Pretty happy,Jewish,Don't know,Not harsh enough,About right,Not applicable,Not applicable,Slightly liberal,Democrat,E. nor. central,$25000 or more,Female,Bachelor,68,Widowed,Ballot c
2010,Not applicable,Pretty happy,Catholic,Legal,Don't know,About right,Not applicable,Not applicable,Liberal,Democrat,E. nor. central,Don't know,Female,Bachelor,22,Never married,Ballot b
2010,The internet,Not too happy,Orthodox-christian,Legal,About right,Too little,About right,Too little,Liberal,Independent,E. nor. central,$25000 or more,Male,Bachelor,58,Married,Ballot c
2010,Not applicable,Pretty happy,None,Not applicable,About right,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,E. nor. central,$25000 or more,Male,Graduate,55,Divorced,Ballot a
2010,Not applicable,Pretty happy,Protestant,Legal,About right,Too little,Too little,Too little,Moderate,Independent,E. nor. central,$25000 or more,Male,Bachelor,75,Married,Ballot b
2010,Not applicable,Pretty happy,None,Not applicable,Too harsh,Too little,Too little,Too little,Moderate,Other,E. nor. central,$25000 or more,Male,High school,66,Divorced,Ballot a
